datetime,symbol,open,high,low,close,volume
2025-06-09 13:45:00,WIN,150742.0,150781.0,150731.0,150764.0,439333674.47
2025-06-09 13:46:00,WIN,150764.0,150792.0,150759.0,150776.0,293561241.16
2025-06-09 13:47:00,WIN,150776.0,150781.0,150709.0,15072.0,476246917.8
2025-06-09 13:48:00,WIN,150726.0,150764.0,15072.0,150731.0,254121012.46
2025-06-09 13:49:00,WIN,150731.0,150737.0,150714.0,150726.0,195310771.23
2025-06-09 13:50:00,WIN,150731.0,150909.0,150726.0,150892.0,1648928627.1
2025-06-09 13:51:00,WIN,150892.0,151081.0,150875.0,151053.0,2628211660.15
2025-06-09 13:52:00,WIN,151053.0,151109.0,151009.0,151053.0,1338984770.32
2025-06-09 13:53:00,WIN,151059.0,151208.0,151036.0,15117.0,1937852489.56
2025-06-09 13:54:00,WIN,151164.0,151203.0,151031.0,151031.0,1263166871.11
2025-06-09 13:55:00,WIN,151031.0,151059.0,150986.0,151014.0,812214148.47
2025-06-09 13:56:00,WIN,151009.0,151059.0,150998.0,151042.0,475945326.79
2025-06-09 13:57:00,WIN,151048.0,151048.0,150964.0,15097.0,606906576.92
2025-06-09 13:58:00,WIN,150975.0,151025.0,15097.0,150998.0,497763480.02
2025-06-09 13:59:00,WIN,150998.0,150998.0,150887.0,150914.0,969178621.72
2025-06-09 14:00:00,WIN,150914.0,150998.0,150909.0,150942.0,701520639.13
2025-06-09 14:01:00,WIN,150942.0,151014.0,150936.0,151009.0,386281889.37
2025-06-09 14:02:00,WIN,151014.0,151064.0,151009.0,151042.0,557158110.18
2025-06-09 14:03:00,WIN,151042.0,151109.0,15102.0,151064.0,761306337.61
2025-06-09 14:04:00,WIN,151064.0,151142.0,151059.0,15112.0,465110844.2
2025-06-09 14:05:00,WIN,151114.0,151142.0,151081.0,151103.0,549544278.07
2025-06-09 14:06:00,WIN,151103.0,151114.0,15107.0,151092.0,376357572.75
2025-06-09 14:07:00,WIN,151092.0,151175.0,151086.0,151136.0,689839673.3
2025-06-09 14:08:00,WIN,151142.0,151159.0,151064.0,15107.0,681444970.06
2025-06-09 14:09:00,WIN,15107.0,151081.0,150992.0,150998.0,873808250.73
2025-06-09 14:10:00,WIN,151003.0,151048.0,150992.0,151031.0,362467192.65
2025-06-09 14:11:00,WIN,151036.0,151092.0,15102.0,151075.0,452411559.66
2025-06-09 14:12:00,WIN,151081.0,151186.0,151053.0,15117.0,834175418.56
2025-06-09 14:13:00,WIN,15117.0,151175.0,151092.0,151097.0,597177283.82
2025-06-09 14:14:00,WIN,151097.0,151114.0,15107.0,15107.0,317503960.53
2025-06-09 14:15:00,WIN,15107.0,151097.0,151048.0,151075.0,442338585.62
2025-06-09 14:16:00,WIN,15107.0,151103.0,151048.0,151097.0,292491099.05
2025-06-09 14:17:00,WIN,151092.0,151103.0,151042.0,151042.0,224371147.41
2025-06-09 14:18:00,WIN,151048.0,151086.0,151014.0,151081.0,522637763.9
2025-06-09 14:19:00,WIN,151081.0,151125.0,151075.0,151109.0,399956156.04
2025-06-09 14:20:00,WIN,151109.0,151142.0,151064.0,151125.0,583972750.29
2025-06-09 14:21:00,WIN,151125.0,151142.0,151092.0,151114.0,368218143.29
2025-06-09 14:22:00,WIN,151109.0,151142.0,151081.0,151086.0,337387419.11
2025-06-09 14:23:00,WIN,151086.0,151103.0,151059.0,151097.0,281043054.88
2025-06-09 14:24:00,WIN,151092.0,151097.0,15102.0,151059.0,597650166.35
2025-06-09 14:25:00,WIN,151059.0,151086.0,151048.0,151075.0,239480158.33
2025-06-09 14:26:00,WIN,15107.0,151186.0,15107.0,15112.0,906942281.43
2025-06-09 14:27:00,WIN,15112.0,151136.0,151097.0,15112.0,294435488.32
2025-06-09 14:28:00,WIN,15112.0,15117.0,151114.0,151147.0,434940064.34
2025-06-09 14:29:00,WIN,151153.0,151192.0,151142.0,151159.0,440804778.24
2025-06-09 14:30:00,WIN,151159.0,151175.0,151136.0,151147.0,345142246.65
2025-06-09 14:31:00,WIN,151153.0,151164.0,151075.0,151086.0,469928958.15
2025-06-09 14:32:00,WIN,151081.0,151114.0,151075.0,151114.0,373523815.47
2025-06-09 14:33:00,WIN,151114.0,151114.0,151025.0,151048.0,650630215.96
2025-06-09 14:34:00,WIN,151048.0,151059.0,151031.0,151048.0,217078317.75
2025-06-09 14:35:00,WIN,151048.0,151114.0,151031.0,151081.0,546479708.34
2025-06-09 14:36:00,WIN,151086.0,15112.0,151064.0,15107.0,390808654.2
2025-06-09 14:37:00,WIN,151075.0,151142.0,151059.0,151136.0,463878703.32
2025-06-09 14:38:00,WIN,151136.0,151314.0,151131.0,151286.0,2244610239.24
2025-06-09 14:39:00,WIN,151292.0,151308.0,151242.0,15127.0,709624340.72
2025-06-09 14:40:00,WIN,15127.0,151314.0,151186.0,151192.0,1020336222.4
2025-06-09 14:41:00,WIN,151186.0,151258.0,151186.0,151231.0,420699834.39
2025-06-09 14:42:00,WIN,151231.0,151231.0,151186.0,151197.0,261638713.23
2025-06-09 14:43:00,WIN,151192.0,151208.0,151159.0,151203.0,490146345.33
2025-06-09 14:44:00,WIN,151197.0,151203.0,151159.0,151175.0,276151019.62
2025-06-09 14:45:00,WIN,15117.0,151181.0,151147.0,151164.0,311432047.4
2025-06-09 14:46:00,WIN,151164.0,151197.0,151164.0,151186.0,210168137.33
2025-06-09 14:47:00,WIN,151186.0,151214.0,15117.0,151208.0,248349094.0
2025-06-09 14:48:00,WIN,151214.0,151303.0,151208.0,15127.0,990785474.97
2025-06-09 14:49:00,WIN,15127.0,151303.0,151253.0,151264.0,361483176.42
2025-06-09 14:50:00,WIN,15127.0,151292.0,151242.0,151275.0,303744613.7
2025-06-09 14:51:00,WIN,151275.0,151281.0,151231.0,151247.0,345542740.95
2025-06-09 14:52:00,WIN,151247.0,151253.0,151208.0,151236.0,318640317.55
2025-06-09 14:53:00,WIN,151236.0,151242.0,151175.0,151181.0,470514459.42
2025-06-09 14:54:00,WIN,151181.0,151214.0,15117.0,151214.0,367789867.31
2025-06-09 14:55:00,WIN,151214.0,151303.0,151208.0,151264.0,709404588.33
2025-06-09 14:56:00,WIN,151264.0,151281.0,151247.0,151253.0,201418759.7
2025-06-09 14:57:00,WIN,151253.0,151275.0,151192.0,151197.0,409598139.87
2025-06-09 14:58:00,WIN,151203.0,151203.0,151159.0,151197.0,488944808.04
2025-06-09 14:59:00,WIN,151203.0,151203.0,151147.0,151175.0,316163210.66
2025-06-09 15:00:00,WIN,151175.0,151192.0,151103.0,151181.0,920831579.18
2025-06-09 15:01:00,WIN,151181.0,151197.0,151109.0,151125.0,490028736.65
2025-06-09 15:02:00,WIN,151131.0,151175.0,15112.0,151136.0,311571146.76
2025-06-09 15:03:00,WIN,151136.0,151258.0,151125.0,151253.0,646834596.97
2025-06-09 15:04:00,WIN,151253.0,151286.0,151225.0,151281.0,790163962.78
2025-06-09 15:05:00,WIN,151281.0,151347.0,151236.0,151314.0,1081544857.96
2025-06-09 15:06:00,WIN,151319.0,151364.0,151303.0,151319.0,847196697.99
2025-06-09 15:07:00,WIN,151314.0,151364.0,151264.0,151275.0,795782603.52
2025-06-09 15:08:00,WIN,151281.0,151331.0,151275.0,151286.0,367600905.02
2025-06-09 15:09:00,WIN,151292.0,151297.0,151264.0,151292.0,261778277.73
2025-06-09 15:10:00,WIN,151286.0,151447.0,151286.0,151414.0,1592932634.04
2025-06-09 15:11:00,WIN,151414.0,151436.0,151331.0,151353.0,946379194.23
2025-06-09 15:12:00,WIN,151347.0,151381.0,151331.0,151353.0,452613405.93
2025-06-09 15:13:00,WIN,151353.0,151369.0,151319.0,151342.0,325354670.74
2025-06-09 15:14:00,WIN,151342.0,151403.0,151336.0,151381.0,405544545.09
2025-06-09 15:15:00,WIN,151375.0,15143.0,151342.0,151342.0,733206756.32
2025-06-09 15:16:00,WIN,151342.0,151369.0,151336.0,151358.0,309028381.14
2025-06-09 15:17:00,WIN,151364.0,151364.0,151264.0,151314.0,815489366.54
2025-06-09 15:18:00,WIN,151314.0,151331.0,151275.0,151314.0,302457999.59
2025-06-09 15:19:00,WIN,151314.0,151353.0,151308.0,151319.0,257747474.67
2025-06-09 15:20:00,WIN,151325.0,151325.0,151292.0,151314.0,289025495.51
2025-06-09 15:21:00,WIN,151314.0,151336.0,151297.0,151303.0,212208380.41
2025-06-09 15:22:00,WIN,151303.0,151319.0,151286.0,151303.0,249075008.99
2025-06-09 15:23:00,WIN,151303.0,151303.0,151264.0,151286.0,304403594.45
2025-06-09 15:24:00,WIN,151281.0,151319.0,15127.0,151275.0,265189854.29
2025-06-09 15:25:00,WIN,151281.0,151286.0,15122.0,151247.0,577956388.32
2025-06-09 15:26:00,WIN,151242.0,151358.0,151236.0,151353.0,901516005.49
2025-06-09 15:27:00,WIN,151353.0,151353.0,151253.0,151275.0,577301742.57
2025-06-09 15:28:00,WIN,151281.0,151303.0,151264.0,151281.0,235970713.1
2025-06-09 15:29:00,WIN,151281.0,151303.0,151264.0,151275.0,218030557.0
2025-06-09 15:30:00,WIN,151275.0,151281.0,151253.0,15127.0,245622447.06
2025-06-09 15:31:00,WIN,151264.0,151275.0,15122.0,151258.0,473634553.65
2025-06-09 15:32:00,WIN,151264.0,151303.0,151253.0,151281.0,373455687.85
2025-06-09 15:33:00,WIN,151275.0,151353.0,151258.0,151319.0,573495634.12
2025-06-09 15:34:00,WIN,151325.0,151381.0,151319.0,151353.0,537362895.58
2025-06-09 15:35:00,WIN,151353.0,151364.0,151325.0,151336.0,299753857.97
2025-06-09 15:36:00,WIN,151336.0,151392.0,151325.0,151369.0,370286684.26
2025-06-09 15:37:00,WIN,151369.0,151375.0,151331.0,151358.0,289785089.11
2025-06-09 15:38:00,WIN,151358.0,15143.0,151319.0,151425.0,703410335.36
2025-06-09 15:39:00,WIN,151419.0,151436.0,151381.0,151392.0,681958090.86
2025-06-09 15:40:00,WIN,151392.0,151419.0,151381.0,151392.0,348608949.2
2025-06-09 15:41:00,WIN,151386.0,151419.0,151336.0,151353.0,659523820.56
2025-06-09 15:42:00,WIN,151353.0,151397.0,151336.0,151392.0,329860783.04
2025-06-09 15:43:00,WIN,151392.0,151442.0,151386.0,151408.0,576628465.79
2025-06-09 15:44:00,WIN,151414.0,151419.0,151336.0,151358.0,441721645.96
2025-06-09 15:45:00,WIN,151358.0,151381.0,151347.0,151375.0,202101845.43
2025-06-09 15:46:00,WIN,151369.0,151403.0,151342.0,151358.0,324614368.68
2025-06-09 15:47:00,WIN,151358.0,151392.0,151358.0,151375.0,186038690.32
2025-06-09 15:48:00,WIN,151375.0,151492.0,151364.0,151442.0,1110552003.12
2025-06-09 15:49:00,WIN,151442.0,151497.0,151436.0,151458.0,503282359.36
2025-06-09 15:50:00,WIN,151464.0,151492.0,151425.0,151458.0,516857206.55
2025-06-09 15:51:00,WIN,151464.0,151486.0,151453.0,151475.0,320489514.65
2025-06-09 15:52:00,WIN,15148.0,151508.0,151464.0,151486.0,421984504.7
2025-06-09 15:53:00,WIN,151486.0,151514.0,151475.0,151497.0,381072831.42
2025-06-09 15:54:00,WIN,151497.0,151514.0,151475.0,151497.0,252540784.6
2025-06-09 15:55:00,WIN,151497.0,151525.0,151469.0,151508.0,421689243.55
2025-06-09 15:56:00,WIN,151508.0,151525.0,151436.0,151453.0,709452178.87
2025-06-09 15:57:00,WIN,151453.0,151475.0,151436.0,151447.0,342135791.33
2025-06-09 15:58:00,WIN,151447.0,151458.0,151419.0,151442.0,340374216.55
2025-06-09 15:59:00,WIN,151436.0,151442.0,151375.0,151397.0,662008557.26
2025-06-09 16:00:00,WIN,151397.0,151436.0,151392.0,151425.0,325274134.27
2025-06-09 16:01:00,WIN,151425.0,151425.0,151314.0,151358.0,1055883151.07
2025-06-09 16:02:00,WIN,151358.0,151358.0,151264.0,151281.0,1047942793.7
2025-06-09 16:03:00,WIN,151281.0,151353.0,151264.0,151342.0,650476206.68
2025-06-09 16:04:00,WIN,151336.0,151386.0,151331.0,151347.0,559837467.41
2025-06-09 16:05:00,WIN,151347.0,151386.0,151319.0,151381.0,457055848.81
2025-06-09 16:06:00,WIN,151375.0,151403.0,151342.0,151342.0,451598128.92
2025-06-09 16:07:00,WIN,151347.0,151358.0,151331.0,151347.0,268514701.07
2025-06-09 16:08:00,WIN,151353.0,151392.0,151336.0,151381.0,301519687.82
2025-06-09 16:09:00,WIN,151381.0,151453.0,151364.0,15143.0,807497041.47
2025-06-09 16:10:00,WIN,15143.0,151475.0,151425.0,151453.0,545018225.92
2025-06-09 16:11:00,WIN,151458.0,151464.0,151403.0,151414.0,385347203.22
2025-06-09 16:12:00,WIN,151414.0,15143.0,151392.0,151397.0,249791666.76
2025-06-09 16:13:00,WIN,151397.0,151414.0,151392.0,151397.0,168600332.97
2025-06-09 16:14:00,WIN,151403.0,151419.0,151375.0,151403.0,300978496.71
2025-06-09 16:15:00,WIN,151403.0,151442.0,151347.0,151369.0,590991580.79
2025-06-09 16:16:00,WIN,151369.0,151414.0,151369.0,151408.0,342545099.92
2025-06-09 16:17:00,WIN,151408.0,151419.0,151353.0,151358.0,296227515.72
2025-06-09 16:18:00,WIN,151358.0,151392.0,151336.0,151358.0,336408894.61
2025-06-09 16:19:00,WIN,151353.0,151364.0,151308.0,151319.0,607248470.58
2025-06-09 16:20:00,WIN,151325.0,151381.0,151303.0,151342.0,581124554.88
2025-06-09 16:21:00,WIN,151342.0,151347.0,151292.0,151292.0,486271405.45
2025-06-09 16:22:00,WIN,151292.0,151325.0,15127.0,151308.0,814447530.09
2025-06-09 16:23:00,WIN,151308.0,151325.0,151281.0,151314.0,202231154.71
2025-06-09 16:24:00,WIN,151314.0,151325.0,151253.0,15127.0,394306950.56
2025-06-09 16:25:00,WIN,15127.0,151297.0,151214.0,151275.0,1167139036.91
2025-06-09 16:26:00,WIN,151275.0,151281.0,151214.0,151231.0,408789372.72
2025-06-09 16:27:00,WIN,151231.0,151247.0,151192.0,151214.0,635448994.43
2025-06-09 16:28:00,WIN,151214.0,151214.0,151192.0,151208.0,258349556.58
2025-06-09 16:29:00,WIN,151208.0,151214.0,15117.0,151175.0,588690860.84
2025-06-09 16:30:00,WIN,151175.0,151253.0,151153.0,151214.0,1131268867.81
2025-06-09 16:31:00,WIN,15122.0,151242.0,151197.0,15122.0,349189422.76
2025-06-09 16:32:00,WIN,15122.0,15122.0,151153.0,151164.0,606408791.22
2025-06-09 16:33:00,WIN,15117.0,151208.0,151159.0,151186.0,387935967.48
2025-06-09 16:34:00,WIN,151181.0,151192.0,151147.0,15117.0,320982020.65
2025-06-09 16:35:00,WIN,15117.0,151214.0,151164.0,151164.0,455895915.23
2025-06-09 16:36:00,WIN,15117.0,151214.0,151136.0,151153.0,530871617.34
2025-06-09 16:37:00,WIN,151153.0,151186.0,151131.0,151153.0,379283402.8
2025-06-09 16:38:00,WIN,151153.0,151225.0,151136.0,151214.0,632611805.79
2025-06-09 16:39:00,WIN,15122.0,151225.0,151147.0,151153.0,405074866.34
2025-06-09 16:40:00,WIN,151159.0,151214.0,151153.0,151192.0,346731624.06
2025-06-09 16:41:00,WIN,151192.0,15122.0,151181.0,151192.0,269045477.1
2025-06-09 16:42:00,WIN,151197.0,151197.0,151142.0,151164.0,450220638.75
2025-06-09 16:43:00,WIN,15117.0,151208.0,151164.0,151175.0,347279833.3
2025-06-09 16:44:00,WIN,15117.0,151181.0,151142.0,15117.0,283577792.17
2025-06-09 16:45:00,WIN,151164.0,151208.0,151164.0,151192.0,272717581.61
2025-06-09 16:46:00,WIN,151186.0,151192.0,151136.0,151159.0,370261647.88
2025-06-09 16:47:00,WIN,151159.0,151203.0,151136.0,15117.0,442180609.9
2025-06-09 16:48:00,WIN,15117.0,151186.0,151147.0,15117.0,201471508.93
2025-06-09 16:49:00,WIN,151175.0,151175.0,151147.0,151159.0,198568100.95
2025-06-09 16:50:00,WIN,151159.0,151203.0,151147.0,151175.0,432433805.88
2025-06-09 16:51:00,WIN,151175.0,151225.0,15117.0,151186.0,428458778.23
2025-06-09 16:52:00,WIN,151186.0,151225.0,151181.0,151197.0,448269244.66
2025-06-09 16:53:00,WIN,151197.0,151253.0,151197.0,151242.0,562234748.31
2025-06-09 16:54:00,WIN,151236.0,151236.0,15117.0,151203.0,466851866.36
2025-06-09 16:55:00,WIN,151197.0,151253.0,151159.0,15117.0,959254843.51
2025-06-09 16:56:00,WIN,15117.0,15122.0,151164.0,151208.0,304692729.99
2025-06-09 16:57:00,WIN,151208.0,151231.0,151192.0,151225.0,208644007.91
2025-06-09 16:58:00,WIN,151225.0,151281.0,15122.0,151242.0,702793128.17
2025-06-09 16:59:00,WIN,151247.0,151275.0,151214.0,151225.0,498343484.01
2025-06-09 17:00:00,WIN,15122.0,151247.0,151181.0,151208.0,665389712.29
2025-06-09 17:01:00,WIN,151214.0,151214.0,15117.0,151175.0,358618983.17
2025-06-09 17:02:00,WIN,151181.0,151192.0,151147.0,151159.0,437083451.33
